gene	B2_rep1
ENSG00000124171.4	2369
ENSG00000124172.5	3251
ENSG00000124177.10	3449
ENSG00000124181.10	2892
ENSG00000124193.10	6026
ENSG00000124194.11	5
ENSG00000124198.8	7088
ENSG00000124201.10	1698
ENSG00000124207.12	14487
ENSG00000124208.16--ENSG00000240849.6	563
ENSG00000124208.16--ENSG00000244687.7--ENSG00000240849.6	3494
ENSG00000124209.3	1420
ENSG00000124212.5	73
ENSG00000124214.15	6914
ENSG00000124215.12	8
ENSG00000124216.3	294
ENSG00000124217.3	391
ENSG00000124222.17	546
ENSG00000124222.17--ENSG00000254995.4	324
ENSG00000124224.12	11
ENSG00000124226.7	1950
ENSG00000124228.10	3046
ENSG00000124243.13	99
ENSG00000124253.9	4
ENSG00000124257.6	53
ENSG00000124260.7	1
ENSG00000124275.10	1906
ENSG00000124279.7	330
ENSG00000124299.9	1483
ENSG00000124313.8	5
ENSG00000124333.10--ENSGR0000124333.10	1212
ENSG00000124334.12--ENSGR0000124334.12	2
ENSG00000124343.8	2
ENSG00000124356.11	1439
ENSG00000124357.8	508
ENSG00000124357.8--ENSG00000233870.1	3
ENSG00000124370.6	262
ENSG00000124374.8	210
ENSG00000124380.6	1098
ENSG00000124380.6--ENSG00000059728.6	21
ENSG00000124383.4	3302
ENSG00000124399.3	1
ENSG00000124406.12	41
ENSG00000124422.7	11128
ENSG00000124440.11	10
ENSG00000124444.11	300
ENSG00000124444.11--ENSG00000226763.3	14
ENSG00000124459.7	398
ENSG00000124466.8	3
ENSG00000124479.8	1
ENSG00000124486.8	11860
ENSG00000124486.8--ENSG00000269941.1	131
ENSG00000124493.9	1
ENSG00000124496.8	29
ENSG00000124507.6	2
ENSG00000124508.12	145
ENSG00000124523.10	313
ENSG00000124529.3	2741
ENSG00000124532.10	1162
ENSG00000124535.11	1393
ENSG00000124541.6	1790
ENSG00000124549.10	34
ENSG00000124557.8	10
ENSG00000124562.5	3564
ENSG00000124564.13	4
ENSG00000124568.6	76
ENSG00000124570.13	773
ENSG00000124571.13	3437
ENSG00000124574.10	398
ENSG00000124575.5	1058
ENSG00000124587.9	254
ENSG00000124588.15	1149
ENSG00000124593.10	36
ENSG00000124593.10--ENSG00000214736.3	2657
ENSG00000124596.12	526
ENSG00000124602.5	10
ENSG00000124602.5--ENSG00000124596.12	6
ENSG00000124608.4	1133
ENSG00000124610.3	5456
ENSG00000124613.4	77
ENSG00000124614.9	7016
ENSG00000124614.9--ENSG00000244313.2	15
ENSG00000124615.13	357
ENSG00000124635.7	3632
ENSG00000124641.10	916
ENSG00000124659.5	555
ENSG00000124664.6	300
ENSG00000124688.9	540
ENSG00000124693.2	11534
ENSG00000124701.5	3
ENSG00000124702.13	2193
ENSG00000124713.5	4
ENSG00000124721.13	5
ENSG00000124733.3	1436
ENSG00000124743.5	14
ENSG00000124749.12	4
ENSG00000124762.9	225
ENSG00000124766.4	10366
ENSG00000124767.6	7625
ENSG00000124782.15	3518
ENSG00000124783.8	8489
ENSG00000124784.4	1025
ENSG00000124786.8	375
ENSG00000124787.9	160
ENSG00000124788.13	1328
ENSG00000124789.7	5174
ENSG00000124795.10	5100
ENSG00000124802.7	974
ENSG00000124813.16	57
ENSG00000124831.14	1666
ENSG00000124831.14--ENSG00000171121.12--ENSG00000240429.1	4
ENSG00000124831.14--ENSG00000240429.1	1
ENSG00000124835.2	2
ENSG00000124839.8	195
ENSG00000124875.5	15
ENSG00000124882.3	7
ENSG00000124915.6	1
ENSG00000124920.9	2075
ENSG00000124942.9	13642
ENSG00000125037.8	2694
ENSG00000125046.10	51
ENSG00000125089.12	3145
ENSG00000125107.12	14148
ENSG00000125122.10	5
ENSG00000125124.7	475
ENSG00000125144.9	45
ENSG00000125144.9--ENSG00000187193.8	2
ENSG00000125148.6	1313
ENSG00000125149.7	787
ENSG00000125166.8	4482
ENSG00000125170.6	1305
ENSG00000125246.11	104
ENSG00000125247.11	972
ENSG00000125249.6	1190
ENSG00000125257.9	1991
ENSG00000125266.6	50
ENSG00000125304.8	5760
ENSG00000125319.10	398
ENSG00000125337.12	1
ENSG00000125347.9	327
ENSG00000125351.6	121
ENSG00000125352.4	297
ENSG00000125354.18	615
ENSG00000125355.11	1
ENSG00000125356.6	1324
ENSG00000125375.10	59
ENSG00000125378.11	55
ENSG00000125384.6	1
ENSG00000125386.10	1417
ENSG00000125388.15	67
ENSG00000125398.5	4293
ENSG00000125409.8	2
ENSG00000125430.4	562
ENSG00000125434.6	43
ENSG00000125445.6	1788
ENSG00000125447.12	1077
ENSG00000125449.2	215
ENSG00000125450.6	1485
ENSG00000125454.7	244
ENSG00000125457.9	90
ENSG00000125458.2	465
ENSG00000125459.10	723
ENSG00000125459.10--ENSG00000203761.4	800
ENSG00000125462.12	3
ENSG00000125482.8	402
ENSG00000125484.7	3037
ENSG00000125485.13	942
ENSG00000125503.8	1076
ENSG00000125505.12	1030
ENSG00000125510.11	1
ENSG00000125520.9	1112
ENSG00000125534.5	985
ENSG00000125538.7	5
ENSG00000125551.14	8
ENSG00000125551.14--ENSG00000240935.2	2
ENSG00000125571.5	1
ENSG00000125611.11	253
ENSG00000125611.11--ENSG00000243389.1	2
ENSG00000125618.12	31
ENSG00000125629.10	401
ENSG00000125630.11	2125
ENSG00000125631.7	1
ENSG00000125633.6	1646
ENSG00000125637.11	121
ENSG00000125648.10	2044
ENSG00000125650.4	82
ENSG00000125651.9	1855
ENSG00000125652.3	446
ENSG00000125656.4	744
ENSG00000125657.3	68
ENSG00000125675.13	188
ENSG00000125676.15	2639
ENSG00000125686.7	2785
ENSG00000125691.8	19854
ENSG00000125691.8--ENSG00000199293.1	3
ENSG00000125691.8--ENSG00000252699.1	11
ENSG00000125695.12--ENSG00000108588.9	28
ENSG00000125703.10	394
ENSG00000125726.6	1
ENSG00000125730.12	12976
ENSG00000125731.8	31
ENSG00000125733.13	2445
ENSG00000125734.9	1341
ENSG00000125735.6	3
ENSG00000125740.9	57
ENSG00000125741.4	1232
ENSG00000125743.6	4546
ENSG00000125744.7	198
ENSG00000125746.10	217
ENSG00000125753.9	3556
ENSG00000125755.14	2064
ENSG00000125772.8	1747
ENSG00000125775.10	42
ENSG00000125779.17	1057
ENSG00000125780.11	15
ENSG00000125787.7	3
ENSG00000125788.5	4
ENSG00000125798.10	2343
ENSG00000125812.11	1236
ENSG00000125814.13	322
ENSG00000125817.7	2106
ENSG00000125818.13	3484
ENSG00000125821.7	857
ENSG00000125823.8	1
ENSG00000125826.15	1641
ENSG00000125827.4	1752
ENSG00000125834.8	4016
ENSG00000125835.13	8132
ENSG00000125835.13--ENSG00000256566.1	20
ENSG00000125841.8	694
ENSG00000125843.6	386
ENSG00000125844.11	26395
ENSG00000125845.6	2666
ENSG00000125846.11	326
ENSG00000125848.9	3878
ENSG00000125850.6	7
ENSG00000125851.5	1
ENSG00000125863.13	1681
ENSG00000125864.7	93
ENSG00000125868.11	3503
ENSG00000125870.6	2112
ENSG00000125871.9	1122
ENSG00000125875.9	1723
ENSG00000125877.8	1274
ENSG00000125885.9	3138
ENSG00000125888.10	1
ENSG00000125895.5	18
ENSG00000125898.8	105
ENSG00000125901.5	1818
ENSG00000125912.6	2783
ENSG00000125931.6	1
ENSG00000125944.14	7966
ENSG00000125944.14--ENSG00000223984.1	6
ENSG00000125945.10	435
ENSG00000125952.14	674
ENSG00000125962.10	438
ENSG00000125962.10--ENSG00000271147.3	52
ENSG00000125965.4	1
ENSG00000125966.8	42
ENSG00000125967.12	505
ENSG00000125968.7	15670
ENSG00000125970.7	4948
ENSG00000125971.12	4382
ENSG00000125977.6	10033
ENSG00000125991.14	6519
ENSG00000125995.11	1370
ENSG00000125998.7	1
ENSG00000126001.11	2260
ENSG00000126003.6	2315
ENSG00000126005.11	400
ENSG00000126010.5	2
ENSG00000126012.7	6771
ENSG00000126016.9	78
ENSG00000126062.3	1204
ENSG00000126067.7	8793
ENSG00000126070.14	1140
ENSG00000126088.8	2193
ENSG00000126091.15	338
ENSG00000126106.9	289
ENSG00000126107.10	754
ENSG00000126214.16	463
ENSG00000126214.16--ENSG00000256500.5	1565
ENSG00000126215.9	568
ENSG00000126216.8	847
ENSG00000126217.16	155
ENSG00000126218.7	669
ENSG00000126226.17	847
ENSG00000126231.9	108
ENSG00000126243.4	189
ENSG00000126246.5	12
ENSG00000126246.5--ENSG00000267120.3	76
ENSG00000126247.6	5614
ENSG00000126249.3	321
ENSG00000126254.7	2172
ENSG00000126259.15	2
ENSG00000126261.8	6937
ENSG00000126262.4	1
ENSG00000126264.5	2
ENSG00000126267.4	3696
ENSG00000126351.8	475
ENSG00000126368.5	125
ENSG00000126391.9	619
ENSG00000126432.9	3561
ENSG00000126453.5	418
ENSG00000126456.11	1448
ENSG00000126457.16	11112
ENSG00000126457.16--ENSG00000224420.3	18
ENSG00000126458.3	117
ENSG00000126460.6	15
ENSG00000126461.10	1732
ENSG00000126464.9	845
ENSG00000126500.3	10
ENSG00000126522.12	1532
ENSG00000126522.12--ENSG00000249319.1	680
ENSG00000126524.5	2948
ENSG00000126524.5--ENSG00000225648.1	17
ENSG00000126561.12	161
ENSG00000126562.12	241
ENSG00000126581.8	1719
ENSG00000126602.6	2974
ENSG00000126603.4	131
ENSG00000126653.11	294
ENSG00000126698.6	3766
ENSG00000126705.9	294
ENSG00000126709.10	39
ENSG00000126746.13	1369
ENSG00000126749.10	2025
ENSG00000126756.7	1102
ENSG00000126767.13	760
ENSG00000126768.8	3377
ENSG00000126773.8	1379
ENSG00000126775.8	692
ENSG00000126777.13	9558
ENSG00000126778.7	85
ENSG00000126787.8	2075
ENSG00000126790.7	114
ENSG00000126803.8	281
ENSG00000126804.9	740
ENSG00000126814.6	537
ENSG00000126814.6--ENSG00000258656.1	2
ENSG00000126821.7	411
ENSG00000126822.11	420
ENSG00000126838.5	5
ENSG00000126858.12	913
ENSG00000126858.12--ENSG00000266145.1	1
ENSG00000126870.11	123
ENSG00000126878.8	105
ENSG00000126882.8	20
ENSG00000126883.12	2419
ENSG00000126903.11	269
ENSG00000126934.9	2938
ENSG00000126945.8	1507
ENSG00000126947.7	63
ENSG00000126950.7	2
ENSG00000126953.5	237
ENSG00000126970.11	3
ENSG00000127022.10	58325
ENSG00000127054.14	1848
ENSG00000127074.10	10
ENSG00000127080.5	298
ENSG00000127081.9	506
ENSG00000127083.7	1
ENSG00000127084.13	22
ENSG00000127124.9	8
ENSG00000127125.7	786
ENSG00000127125.7--ENSG00000186409.10	1
ENSG00000127184.6	2074
ENSG00000127191.13	805
ENSG00000127220.5	228
ENSG00000127241.12	7997
ENSG00000127311.5	366
ENSG00000127314.13	2252
ENSG00000127324.4	787
ENSG00000127325.14	23
ENSG00000127328.17	1096
ENSG00000127328.17--ENSG00000258052.1	28
ENSG00000127329.10	84
ENSG00000127334.10	2092
ENSG00000127337.2	881
ENSG00000127362.2	9
ENSG00000127364.2	4
ENSG00000127366.4	15
ENSG00000127399.10	2156
ENSG00000127415.8	17
ENSG00000127418.10	3508
ENSG00000127419.12	514
ENSG00000127423.6	524
ENSG00000127445.9	1187
ENSG00000127452.4	707
ENSG00000127463.9	4420
ENSG00000127481.10	9044
ENSG00000127483.13	6226
ENSG00000127511.5	783
ENSG00000127526.9	1459
ENSG00000127527.9	559
ENSG00000127528.5	76
ENSG00000127540.7	1043
ENSG00000127554.12	893
ENSG00000127561.10	50
ENSG00000127564.12	418
ENSG00000127578.6	127
ENSG00000127580.11	415
ENSG00000127585.7	4
ENSG00000127586.12	659
ENSG00000127589.4	9
ENSG00000127603.19	6753
ENSG00000127616.13	6579
ENSG00000127663.10	613
ENSG00000127666.8	62
ENSG00000127720.3	161
ENSG00000127743.5	13
ENSG00000127774.6	637
ENSG00000127804.8	1525
ENSG00000127804.8--ENSG00000205821.4	7
ENSG00000127824.9	562
ENSG00000127824.9--ENSG00000243910.3	2
ENSG00000127831.6	6258
ENSG00000127837.5	2619
ENSG00000127838.9	1147
ENSG00000127863.11	64
ENSG00000127870.12	1485
ENSG00000127884.4	2705
ENSG00000127914.12	4301
ENSG00000127920.5	110
ENSG00000127922.5	1329
ENSG00000127928.8	17
ENSG00000127946.12	1222
ENSG00000127947.11	908
ENSG00000127948.9	4030
ENSG00000127952.12	958
ENSG00000127954.8	4
ENSG00000127955.11	638
ENSG00000127957.12	134
ENSG00000127957.12--ENSG00000128563.9--ENSG00000239969.1	14
ENSG00000127957.12--ENSG00000186704.8--ENSG00000265479.1	3
ENSG00000127957.12--ENSG00000186704.8--ENSG00000265479.1--ENSG00000241350.1	1
ENSG00000127980.11	972
ENSG00000127989.9	464
ENSG00000127990.11	1453
ENSG00000127993.10	235
ENSG00000127995.12	864
ENSG00000128000.11	530
ENSG00000128000.11--ENSG00000269749.1--ENSG00000197782.10	4
ENSG00000128011.4	23
ENSG00000128011.4--ENSG00000268262.1	4
ENSG00000128016.4	339
ENSG00000128039.6	312
ENSG00000128045.5	10
ENSG00000128050.4	12518
ENSG00000128050.4--ENSG00000254244.1	11
ENSG00000128059.4	2946
ENSG00000128159.7	1191
ENSG00000128165.7	464
ENSG00000128185.5	470
ENSG00000128191.9	1050
ENSG00000128203.6	1
ENSG00000128218.7	6
ENSG00000128228.4	640
ENSG00000128242.8	230
ENSG00000128245.10	3800
ENSG00000128254.9	4
ENSG00000128262.4	3
ENSG00000128266.7	625
ENSG00000128268.11	60
ENSG00000128271.15	12
ENSG00000128272.10	15503
ENSG00000128274.11	11
ENSG00000128283.6	4182
ENSG00000128294.11	444
ENSG00000128298.12	57
ENSG00000128309.12	3603
ENSG00000128311.9	900
ENSG00000128335.9	367
ENSG00000128340.10	1
ENSG00000128340.10--ENSG00000255594.1	3
ENSG00000128342.4	91
ENSG00000128346.6	1
ENSG00000128383.8--ENSG00000179750.11	1
ENSG00000128394.12	22
ENSG00000128394.12--ENSG00000239713.3	4
ENSG00000128408.7	55
ENSG00000128463.8	1595
ENSG00000128482.11	12
ENSG00000128487.12	1165
ENSG00000128510.6	13
ENSG00000128512.15	2514
ENSG00000128513.10	579
ENSG00000128524.4	1587
ENSG00000128534.3	1461
ENSG00000128536.11	139
ENSG00000128563.9	669
ENSG00000128563.9--ENSG00000239969.1	81
ENSG00000128564.5	12
ENSG00000128567.12	76
ENSG00000128573.18	1722
ENSG00000128578.5	154
ENSG00000128581.11	262
ENSG00000128585.13	4502
ENSG00000128590.4	2711
ENSG00000128591.11	1370
ENSG00000128591.11--ENSG00000224163.3	8
ENSG00000128595.12	22870
ENSG00000128596.12	12
ENSG00000128602.5	1681
ENSG00000128604.14	11
ENSG00000128606.8	8
ENSG00000128607.9	2239
ENSG00000128609.10	2409
ENSG00000128609.10--ENSG00000259918.1	5
ENSG00000128626.7	867
ENSG00000128641.13	8350
ENSG00000128645.11	141
ENSG00000128652.7	29
ENSG00000128652.7--ENSG00000170166.5	80
ENSG00000128654.9	1168
ENSG00000128655.12	79
ENSG00000128656.9	474
ENSG00000128683.9	8
ENSG00000128692.7	29
ENSG00000128692.7--ENSG00000125977.6	1374
ENSG00000128692.7--ENSG00000236493.1	3
ENSG00000128692.7--ENSG00000236493.1--ENSG00000125977.6	15
ENSG00000128694.7	242
ENSG00000128699.9	1173
ENSG00000128708.8	1951
ENSG00000128710.5	1
ENSG00000128713.11--ENSG00000128710.5	1
ENSG00000128731.11	1956
ENSG00000128731.11--ENSG00000206149.6	33
ENSG00000128731.11--ENSG00000259845.1	7
ENSG00000128789.16	2124
ENSG00000128791.7	641
ENSG00000128805.10	18
ENSG00000128829.7	1099
ENSG00000128833.8	150
ENSG00000128849.9	1454
ENSG00000128872.5	99
ENSG00000128881.12	460
ENSG00000128886.7	2
ENSG00000128886.7--ENSG00000262560.1	7
ENSG00000128891.11	190
ENSG00000128908.11	1916
ENSG00000128915.7	1200
ENSG00000128917.5	57
ENSG00000128918.10	14
ENSG00000128923.6	1301
ENSG00000128928.4	522
ENSG00000128944.9	1707
ENSG00000128951.9	528
ENSG00000128965.7	402
ENSG00000128973.7	1179
ENSG00000128989.6	5797
ENSG00000129003.11	2158
ENSG00000129007.10	366
ENSG00000129007.10--ENSG00000260007.1	258
ENSG00000129028.4	152
ENSG00000129038.11	18
ENSG00000129048.6	2
ENSG00000129048.6--ENSG00000225415.1	1
ENSG00000129055.8	1403
ENSG00000129071.5	1177
ENSG00000129083.8	4885
ENSG00000129083.8--ENSG00000129084.13--ENSG00000256206.2	222
ENSG00000129084.13	3166
ENSG00000129084.13--ENSG00000256206.2	2118
ENSG00000129103.13	1359
ENSG00000129116.13	2024
ENSG00000129128.8	4839
ENSG00000129151.4	4
ENSG00000129158.6	146
ENSG00000129158.6--ENSG00000255448.1	52
ENSG00000129159.6	5
ENSG00000129167.5	13
ENSG00000129173.8	811
ENSG00000129187.10	580
ENSG00000129195.11	858
ENSG00000129197.10	659
ENSG00000129204.12	3
ENSG00000129204.12--ENSG00000170832.8	4
ENSG00000129204.12--ENSG00000170832.8--ENSG00000263887.2	3
ENSG00000129204.12--ENSG00000170832.8--ENSG00000270033.1--ENSG00000263887.2	8
ENSG00000129214.10	15
ENSG00000129219.9	426
ENSG00000129226.9	81
ENSG00000129235.6	661
ENSG00000129244.4	5
ENSG00000129245.7	1756
ENSG00000129250.7	7374
ENSG00000129255.10	1404
ENSG00000129270.11	14
ENSG00000129282.8	114
ENSG00000129292.16	1316
ENSG00000129315.5	2639
ENSG00000129317.10	2335
ENSG00000129347.15	506
ENSG00000129351.13	10469
ENSG00000129353.10	230
ENSG00000129354.7	1820
ENSG00000129355.6	58
ENSG00000129422.9	15283
ENSG00000129437.5	1
ENSG00000129460.11	1281
ENSG00000129467.9	1
ENSG00000129472.8	449
ENSG00000129473.5	269
ENSG00000129473.5--ENSG00000258643.1	35
ENSG00000129474.11	2863
ENSG00000129480.8	4818
ENSG00000129484.9	1421
ENSG00000129493.10	8043
ENSG00000129493.10--ENSG00000203546.3	5942
ENSG00000129514.4	2685
ENSG00000129515.14	1374
ENSG00000129518.4	500
ENSG00000129521.9	14
ENSG00000129534.9	1498
ENSG00000129535.8	25
ENSG00000129538.9	18
ENSG00000129559.8	1856
ENSG00000129562.6	3821
ENSG00000129566.8	774
ENSG00000129595.8	2
ENSG00000129596.4	209
ENSG00000129625.8	1363
ENSG00000129636.8	1784
ENSG00000129646.9	136
ENSG00000129654.7	711
ENSG00000129657.10	1489
ENSG00000129667.8	426
ENSG00000129673.5	1
ENSG00000129680.11	400
ENSG00000129691.11	1995
ENSG00000129696.8	463
ENSG00000129749.3	14
ENSG00000129757.8	22
ENSG00000129810.10	2850
ENSG00000129910.3	2
ENSG00000129911.4	531
ENSG00000129925.6	2043
ENSG00000129932.3	337
ENSG00000129933.16	2004
ENSG00000129946.6	280
ENSG00000129951.14	23
ENSG00000129968.11	937
ENSG00000129968.11--ENSG00000229107.2	11
ENSG00000129968.11--ENSG00000229107.2--ENSG00000182502.2	45
ENSG00000129988.5	2
ENSG00000130005.7	1900
ENSG00000130021.9	590
ENSG00000130023.11	123
ENSG00000130024.10	1196
ENSG00000130035.2	1
ENSG00000130035.2--ENSG00000151079.6	1
ENSG00000130045.11	1
ENSG00000130066.12	7594
ENSG00000130119.11	1456
ENSG00000130147.11	1271
ENSG00000130150.7	1144
ENSG00000130158.9	582
ENSG00000130159.9	783
ENSG00000130164.7	6724
ENSG00000130165.6	714
ENSG00000130167.9	1
ENSG00000130173.9	15
ENSG00000130175.5	7658
ENSG00000130176.3	15
ENSG00000130177.10	630
ENSG00000130193.7	110
ENSG00000130201.3	2
ENSG00000130202.5	5954
ENSG00000130203.5	22674
ENSG00000130204.8	5699
ENSG00000130208.5	5430
ENSG00000130208.5--ENSG00000214855.5	5
ENSG00000130222.6	21
ENSG00000130227.12	4406
ENSG00000130234.6	67
ENSG00000130244.8	85
ENSG00000130254.7	1062
ENSG00000130254.7--ENSG00000160633.8	619
ENSG00000130255.8	8401
ENSG00000130255.8--ENSG00000167733.9	1
ENSG00000130270.12	24
ENSG00000130283.7--ENSG00000223802.3	173
ENSG00000130287.9	4
ENSG00000130299.12	815
ENSG00000130303.8	1
ENSG00000130304.12	13
ENSG00000130305.12	867
ENSG00000130305.12--ENSG00000223705.5	13
ENSG00000130307.7	3
ENSG00000130309.6	2631
ENSG00000130311.6	1389
ENSG00000130312.2	517
ENSG00000130313.2	588
ENSG00000130332.10	842
ENSG00000130338.8	2840
ENSG00000130340.10	2796
ENSG00000130347.8	313
ENSG00000130348.7	1623
ENSG00000130349.5	303
ENSG00000130363.7	276
ENSG00000130382.7	348
ENSG00000130383.6	3
ENSG00000130383.6--ENSG00000267740.1	2
ENSG00000130383.6--ENSG00000267740.1--ENSG00000174886.8	1905
ENSG00000130396.16	9067
ENSG00000130402.7	13910
ENSG00000130413.11	3
ENSG00000130414.7	1640
ENSG00000130427.2	153
ENSG00000130429.8	2234
ENSG00000130449.5	518
ENSG00000130475.10	1
ENSG00000130477.10	1
ENSG00000130479.6	569
ENSG00000130487.4	61
ENSG00000130489.8	503
ENSG00000130489.8--ENSG00000025708.8	9
ENSG00000130511.11	577
ENSG00000130513.6	1341
ENSG00000130517.9	1181
ENSG00000130518.12	31
ENSG00000130520.6	4060
ENSG00000130522.4	1798
ENSG00000130528.7	6
ENSG00000130529.11	176
ENSG00000130544.7	418
ENSG00000130544.7--ENSG00000269163.1	35
ENSG00000130545.11	162
ENSG00000130559.14	2126
ENSG00000130560.4	1052
ENSG00000130584.6	1017
ENSG00000130589.12	493
ENSG00000130590.9	50
ENSG00000130600.11	8
ENSG00000130612.10	1
ENSG00000130638.11	3126
ENSG00000130640.9	2027
ENSG00000130643.4	2
ENSG00000130649.5	24
ENSG00000130653.11	5
ENSG00000130669.13	1436
ENSG00000130675.10	167
ENSG00000130684.9	342
ENSG00000130695.9	2196
ENSG00000130699.12	864
ENSG00000130702.9	2308
ENSG00000130703.11	1186
ENSG00000130706.8	7590
ENSG00000130707.13	1416
ENSG00000130713.11	1288
ENSG00000130714.11	621
ENSG00000130717.8	568
ENSG00000130723.13	5929
ENSG00000130724.4	738
ENSG00000130725.3	2279
ENSG00000130726.7	16817
ENSG00000130731.11	839
ENSG00000130733.6	1200
ENSG00000130734.5	231
ENSG00000130741.6	10293
ENSG00000130748.6	323
ENSG00000130749.5	1863
ENSG00000130751.5	26
ENSG00000130758.3	50
ENSG00000130762.10	951
ENSG00000130764.5	1903
ENSG00000130766.4	1116
ENSG00000130768.10	493
ENSG00000130770.13	1677
ENSG00000130772.9	370
ENSG00000130775.11	72
ENSG00000130779.15	3448
ENSG00000130783.9	8
ENSG00000130787.9	947
ENSG00000130803.10	1531
ENSG00000130810.15	202
ENSG00000130811.6	5923
ENSG00000130812.6	7
ENSG00000130813.13	343
ENSG00000130816.10	4837
ENSG00000130818.6	345
ENSG00000130821.11	171
ENSG00000130826.11	3067
ENSG00000130827.5	281
ENSG00000130829.13	8170
ENSG00000130830.10	253
ENSG00000130844.12	231
ENSG00000130856.11	686
ENSG00000130876.7	515
ENSG00000130881.9	2572
ENSG00000130881.9--ENSG00000273420.1	921
ENSG00000130921.3	350
ENSG00000130935.5	3886
ENSG00000130935.5--ENSG00000183171.5	3
ENSG00000130939.14	5042
ENSG00000130940.10	241
ENSG00000130948.5	38
ENSG00000130956.9	436
ENSG00000130958.7	2473
ENSG00000130985.12	5512
ENSG00000130988.8	708
ENSG00000130997.12	177
ENSG00000130997.12--ENSG00000214367.3	17
ENSG00000131013.3	2324
ENSG00000131015.4	80
ENSG00000131015.4--ENSG00000155918.3	5
ENSG00000131016.12	417
ENSG00000131018.18	1009
ENSG00000131019.6	85
ENSG00000131023.8	2970
ENSG00000131037.10	6
ENSG00000131043.7	979
ENSG00000131044.12	1
ENSG00000131050.6	1
ENSG00000131051.16	8143
ENSG00000131061.9	139
ENSG00000131067.12	190
ENSG00000131069.15	2508
ENSG00000131094.3	11
ENSG00000131096.6	12
ENSG00000131100.8	3163
ENSG00000131115.11	660
ENSG00000131116.7	636
ENSG00000131127.9	851
ENSG00000131143.4	4322
ENSG00000131148.4	1049
ENSG00000131149.13	3262
ENSG00000131152.4--ENSG00000103264.11	45
ENSG00000131153.4	940
ENSG00000131165.10	1602
ENSG00000131174.4	2608
ENSG00000131183.6	5
ENSG00000131187.5	51
ENSG00000131188.7	56
ENSG00000131196.13	9
ENSG00000131236.12	9647
ENSG00000131238.12	3461
ENSG00000131242.11	1644
ENSG00000131263.8	1848
ENSG00000131269.11	480
ENSG00000131323.10	997
ENSG00000131351.10	413
ENSG00000131368.3	1404
ENSG00000131370.11	46
ENSG00000131373.10	1249
ENSG00000131374.10	6110
ENSG00000131375.5	3752
ENSG00000131378.9	29
ENSG00000131379.5	2
ENSG00000131381.8	3133
ENSG00000131389.12	4744
ENSG00000131398.9	14
ENSG00000131400.3	4
ENSG00000131408.9	899
ENSG00000131435.8	1
ENSG00000131437.11	278
ENSG00000131446.11	3410
ENSG00000131459.8	2
ENSG00000131462.3	3302
ENSG00000131462.3--ENSG00000037042.8	194
ENSG00000131467.6	3501
ENSG00000131469.8	11944
ENSG00000131470.10	211
ENSG00000131471.2	25
ENSG00000131473.12	19603
ENSG00000131475.2	2159
ENSG00000131477.6	127
ENSG00000131480.4	76
ENSG00000131482.5	1
ENSG00000131484.3	3
ENSG00000131484.3--ENSG00000228696.4	2
ENSG00000131484.3--ENSG00000228696.4--ENSG00000185829.11	9
ENSG00000131495.4	592
ENSG00000131503.16	234
ENSG00000131503.16--ENSG00000254996.1	4219
ENSG00000131503.16--ENSG00000254996.1--ENSG00000243056.1	30
ENSG00000131504.11	3489
ENSG00000131507.9	1459
ENSG00000131508.11	1785
ENSG00000131558.10	2636
ENSG00000131584.14	1403
ENSG00000131591.13	384
ENSG00000131620.13	76
ENSG00000131626.11	3975
ENSG00000131634.9	2
ENSG00000131650.9	21
ENSG00000131652.9	689
ENSG00000131653.8	3129
ENSG00000131669.5	1532
ENSG00000131697.13	417
ENSG00000131711.10	1633
ENSG00000131724.6	2912
ENSG00000131724.6--ENSG00000250995.1	9
ENSG00000131725.9	475
ENSG00000131732.7	945
ENSG00000131747.10	23127
ENSG00000131748.11	522
ENSG00000131759.13	782
ENSG00000131773.9	307
ENSG00000131778.13	2593
ENSG00000131779.6	125
ENSG00000131781.8	310
ENSG00000131788.11	379
ENSG00000131791.6	2190
ENSG00000131795.8	4839
ENSG00000131795.8--ENSG00000258427.3	1
ENSG00000131797.8	83
ENSG00000131828.9	3451
ENSG00000131831.13	3
ENSG00000131844.11	2932
ENSG00000131845.10	1162
ENSG00000131848.5	425
ENSG00000131849.10	2
ENSG00000131871.10	1615
ENSG00000131873.5	282
ENSG00000131876.12	1168
ENSG00000131899.6	872
ENSG00000131910.4	708
ENSG00000131914.6	2
ENSG00000131931.4	899
ENSG00000131941.3	1400
ENSG00000131943.13	403
ENSG00000131944.5	157
ENSG00000131951.6	26
ENSG00000131966.9	497
ENSG00000131979.14	944
ENSG00000131981.11	1262
ENSG00000132000.7	1
ENSG00000132002.3	3313
ENSG00000132003.5	79
ENSG00000132004.8	104
ENSG00000132005.4	236
ENSG00000132010.11	13
ENSG00000132010.11--ENSG00000213297.4	81
ENSG00000132016.7	7
ENSG00000132017.6	855
ENSG00000132024.13	421
ENSG00000132031.8	821
ENSG00000132109.8	32
ENSG00000132122.7	59
ENSG00000132128.12	1863
ENSG00000132130.7	44
ENSG00000132139.8	2
ENSG00000132141.9	39
ENSG00000132142.15	5599
ENSG00000132153.10	5478
ENSG00000132155.7	6879
ENSG00000132164.5	1780
ENSG00000132170.15	1081
ENSG00000132182.7	5339
ENSG00000132185.12	14
ENSG00000132196.9	789
ENSG00000132196.9--ENSG00000099251.10	58
ENSG00000132199.14	918
ENSG00000132204.9	4
