gene	pUC57_rep1
ENSG00000203434.2	7
ENSG00000203441.2	1
ENSG00000203485.8	1155
ENSG00000203497.2	3
ENSG00000203499.6	13
ENSG00000203504.3	3
ENSG00000203507.2	4
ENSG00000203546.3	56
ENSG00000203546.3--ENSG00000129480.8	375
ENSG00000203563.1	1
ENSG00000203602.1	4
ENSG00000203620.2	1
ENSG00000203632.3	6
ENSG00000203644.2	74
ENSG00000203645.2	10
ENSG00000203650.3	2
ENSG00000203666.8	561
ENSG00000203667.5	1480
ENSG00000203667.5--ENSG00000213025.2	17
ENSG00000203668.1	3221
ENSG00000203684.5	1
ENSG00000203685.5	138
ENSG00000203688.4	2
ENSG00000203690.7	3
ENSG00000203697.7	4
ENSG00000203705.6	255
ENSG00000203709.5	14
ENSG00000203711.7	7
ENSG00000203721.1	9
ENSG00000203722.3	4
ENSG00000203722.3--ENSG00000131015.4	1
ENSG00000203724.6	58
ENSG00000203729.4	1
ENSG00000203737.2	1
ENSG00000203739.3	68
ENSG00000203740.3	5
ENSG00000203760.4	518
ENSG00000203761.4	29
ENSG00000203778.3	102
ENSG00000203791.9	439
ENSG00000203799.6	63
ENSG00000203804.3	2
ENSG00000203808.6	7
ENSG00000203809.5	3
ENSG00000203811.1	1
ENSG00000203811.1--ENSG00000203852.3	15567
ENSG00000203812.2	1
ENSG00000203813.4	4478
ENSG00000203814.5	17918
ENSG00000203814.5--ENSG00000184678.8	1513
ENSG00000203815.2	6
ENSG00000203817.5	1
ENSG00000203818.6--ENSG00000183598.3	5
ENSG00000203819.6	2
ENSG00000203827.7	16
ENSG00000203832.6	113
ENSG00000203832.6--ENSG00000243452.3--ENSG00000203827.7	6
ENSG00000203836.7	13
ENSG00000203849.6--ENSG00000242676.3--ENSG00000232274.2	2
ENSG00000203849.6--ENSG00000242676.3--ENSG00000238261.5	5
ENSG00000203849.6--ENSG00000242676.3--ENSG00000251056.1	1
ENSG00000203852.3	3
ENSG00000203857.5	25
ENSG00000203859.5	1
ENSG00000203863.1	8
ENSG00000203865.5	32
ENSG00000203867.7	2
ENSG00000203871.4	3
ENSG00000203872.6	42
ENSG00000203875.6	1832
ENSG00000203876.5	18
ENSG00000203879.7	1458
ENSG00000203880.7	872
ENSG00000203883.5	5
ENSG00000203886.4	1
ENSG00000203896.5	50
ENSG00000203907.5	50
ENSG00000203909.3	1
ENSG00000203914.3	1
ENSG00000203943.4	13
ENSG00000203950.6	258
ENSG00000203952.5	1
ENSG00000203965.8	248
ENSG00000203985.6	5
ENSG00000203993.3	279
ENSG00000203995.5	427
ENSG00000203999.4	294
ENSG00000204003.4--ENSG00000187922.9	23
ENSG00000204019.4	3
ENSG00000204038.3	1
ENSG00000204052.4	1
ENSG00000204054.7	797
ENSG00000204055.4	1
ENSG00000204060.4	6
ENSG00000204070.5	961
ENSG00000204070.5--ENSG00000254806.1	76
ENSG00000204072.3--ENSG00000198960.6	326
ENSG00000204084.8	494
ENSG00000204099.7	450
ENSG00000204103.2	63
ENSG00000204104.7	413
ENSG00000204120.10	3345
ENSG00000204120.10--ENSG00000182600.5	13
ENSG00000204128.5	3184
ENSG00000204130.8	370
ENSG00000204136.6	1
ENSG00000204138.8	2165
ENSG00000204147.5	192
ENSG00000204149.5	120
ENSG00000204149.5--ENSG00000172650.8--ENSG00000242288.6	3
ENSG00000204150.7	2
ENSG00000204150.7--ENSG00000172650.8--ENSG00000242288.6	34
ENSG00000204150.7--ENSG00000174194.11	2
ENSG00000204150.7--ENSG00000179296.9--ENSG00000172650.8--ENSG00000242288.6	1
ENSG00000204152.6--ENSG00000138297.9	1289
ENSG00000204160.7	765
ENSG00000204164.6	41
ENSG00000204164.6--ENSG00000204149.5	12
ENSG00000204165.5	2
ENSG00000204169.6--ENSG00000204149.5	9
ENSG00000204172.7	20
ENSG00000204172.7--ENSG00000198035.9	7
ENSG00000204172.7--ENSG00000198035.9--ENSG00000172650.8--ENSG00000242288.6	1
ENSG00000204172.7--ENSG00000198035.9--ENSG00000179296.9	20
ENSG00000204172.7--ENSG00000198035.9--ENSG00000179296.9--ENSG00000172650.8--ENSG00000242288.6	4
ENSG00000204172.7--ENSG00000198035.9--ENSG00000204164.6	2
ENSG00000204172.7--ENSG00000198035.9--ENSG00000204164.6--ENSG00000179296.9	10
ENSG00000204172.7--ENSG00000198035.9--ENSG00000204164.6--ENSG00000179296.9--ENSG00000172650.8--ENSG00000242288.6	7
ENSG00000204172.7--ENSG00000198035.9--ENSG00000204164.6--ENSG00000179296.9--ENSG00000172650.8--ENSG00000242288.6--ENSG00000271880.1--ENSG00000151303.11	2
ENSG00000204172.7--ENSG00000204150.7--ENSG00000198035.9--ENSG00000172650.8--ENSG00000242288.6	4
ENSG00000204172.7--ENSG00000204150.7--ENSG00000198035.9--ENSG00000179296.9--ENSG00000172650.8--ENSG00000242288.6	5
ENSG00000204172.7--ENSG00000254929.2--ENSG00000198035.9--ENSG00000204164.6--ENSG00000179296.9	4
ENSG00000204172.7--ENSG00000254929.2--ENSG00000251079.2--ENSG00000251070.1--ENSG00000198035.9	1
ENSG00000204172.7--ENSG00000254929.2--ENSG00000251079.2--ENSG00000251070.1--ENSG00000198035.9--ENSG00000243899.3	7
ENSG00000204174.2	2
ENSG00000204175.4	2
ENSG00000204176.9	23
ENSG00000204177.6	2
ENSG00000204177.6--ENSG00000204164.6	84
ENSG00000204177.6--ENSG00000204164.6--ENSG00000243899.3	4
ENSG00000204177.6--ENSG00000204172.7--ENSG00000204164.6	2
ENSG00000204177.6--ENSG00000204172.7--ENSG00000204164.6--ENSG00000272140.2	1
ENSG00000204177.6--ENSG00000204172.7--ENSG00000254929.2--ENSG00000251079.2--ENSG00000251070.1--ENSG00000198035.9--ENSG00000204164.6	5
ENSG00000204177.6--ENSG00000254929.2--ENSG00000251079.2--ENSG00000251070.1--ENSG00000204164.6	1
ENSG00000204177.6--ENSG00000254929.2--ENSG00000251079.2--ENSG00000251070.1--ENSG00000204164.6--ENSG00000243899.3	11
ENSG00000204178.5	2141
ENSG00000204179.6--ENSG00000183675.10	3
ENSG00000204183.1	195
ENSG00000204186.3	437
ENSG00000204209.6	1706
ENSG00000204217.8	1025
ENSG00000204219.5	1519
ENSG00000204220.5	967
ENSG00000204227.4	558
ENSG00000204228.3	61
ENSG00000204231.6	340
ENSG00000204237.4	134
ENSG00000204248.6	8
ENSG00000204253.3	54
ENSG00000204253.3--ENSG00000092199.13	540
ENSG00000204256.8	4301
ENSG00000204256.8--ENSG00000223837.2	1
ENSG00000204257.10	2
ENSG00000204262.7	11968
ENSG00000204264.4	4
ENSG00000204267.9	27
ENSG00000204282.3	332
ENSG00000204282.3--ENSG00000141524.11	154
ENSG00000204301.5	7
ENSG00000204304.7	784
ENSG00000204304.7--ENSG00000273333.1	29
ENSG00000204305.9	22
ENSG00000204308.6	1603
ENSG00000204308.6--ENSG00000253570.1	2
ENSG00000204310.6	2054
ENSG00000204311.7	6
ENSG00000204314.6	15
ENSG00000204315.3	188
ENSG00000204316.8	238
ENSG00000204316.8--ENSG00000267426.1	1223
ENSG00000204334.7	35
ENSG00000204335.3	118
ENSG00000204338.4	1
ENSG00000204344.10	122
ENSG00000204344.10--ENSG00000244731.3--ENSG00000224389.4	7
ENSG00000204348.5	436
ENSG00000204351.7	1326
ENSG00000204352.2	1
ENSG00000204352.2--ENSG00000048828.12	127
ENSG00000204356.7	2361
ENSG00000204365.2	1
ENSG00000204366.3	50
ENSG00000204370.4	1143
ENSG00000204370.4--ENSG00000255292.2	224
ENSG00000204371.7	2804
ENSG00000204381.7	4
ENSG00000204385.6	11
ENSG00000204386.6	5359
ENSG00000204387.8	3078
ENSG00000204388.5	1251
ENSG00000204389.8	1988
ENSG00000204389.8--ENSG00000204388.5	48
ENSG00000204390.8	48
ENSG00000204392.6	1179
ENSG00000204394.8	6166
ENSG00000204396.6	114
ENSG00000204397.3	3
ENSG00000204406.7	749
ENSG00000204410.10	55
ENSG00000204410.10--ENSG00000255152.4	167
ENSG00000204410.10--ENSG00000255152.4--ENSG00000228727.4	16
ENSG00000204421.2	1
ENSG00000204424.8--ENSG00000250641.1--ENSG00000244355.3	1
ENSG00000204427.7	162
ENSG00000204427.7--ENSG00000204422.7	977
ENSG00000204428.8	10
ENSG00000204435.9	1182
ENSG00000204435.9--ENSG00000263020.1	2312
ENSG00000204438.6	563
ENSG00000204439.3	429
ENSG00000204442.2	1
ENSG00000204444.6	999
ENSG00000204463.8	8720
ENSG00000204466.5	931
ENSG00000204469.8	9255
ENSG00000204472.8	5
ENSG00000204482.6	1
ENSG00000204498.6	279
ENSG00000204514.5	102
ENSG00000204514.5--ENSG00000269476.1	2
ENSG00000204516.5	230
ENSG00000204519.6	943
ENSG00000204519.6--ENSG00000269026.2	11
ENSG00000204520.8	4
ENSG00000204524.5	552
ENSG00000204525.10	2
ENSG00000204532.2--ENSG00000131848.5	19
ENSG00000204536.9	306
ENSG00000204560.5	1895
ENSG00000204564.7	138
ENSG00000204568.7	1604
ENSG00000204569.5	2850
ENSG00000204571.4--ENSG00000187811.3	1
ENSG00000204574.8	3013
ENSG00000204576.7	376
ENSG00000204580.7	203
ENSG00000204584.1	3
ENSG00000204588.5	8
ENSG00000204588.5--ENSG00000175772.10	7
ENSG00000204590.8	930
ENSG00000204592.5	330
ENSG00000204599.10	312
ENSG00000204599.10--ENSG00000248167.3	52
ENSG00000204604.5	1216
ENSG00000204610.8	79
ENSG00000204611.2	643
ENSG00000204613.6	29
ENSG00000204614.4	10
ENSG00000204616.6	605
ENSG00000204618.4	3
ENSG00000204619.3	1173
ENSG00000204620.2	14
ENSG00000204623.4	86
ENSG00000204624.6	5
ENSG00000204628.7	50816
ENSG00000204634.8	1856
ENSG00000204650.9	95
ENSG00000204650.9--ENSG00000120088.10--ENSG00000263715.2	15
ENSG00000204661.5	1
ENSG00000204669.5	1
ENSG00000204673.6	908
ENSG00000204681.6	5
ENSG00000204682.5	47
ENSG00000204685.5	47
ENSG00000204688.5	1
ENSG00000204706.10	2
ENSG00000204709.4	1
ENSG00000204713.6	2417
ENSG00000204740.5	27
ENSG00000204745.3	81
ENSG00000204745.3--ENSG00000153107.7	815
ENSG00000204745.3--ENSG00000234231.2	12
ENSG00000204745.3--ENSG00000234231.2--ENSG00000153107.7	69
ENSG00000204758.3	1
ENSG00000204775.4--ENSG00000170727.7	1207
ENSG00000204789.3	4
ENSG00000204790.8	61
ENSG00000204790.8--ENSG00000147996.12	6
ENSG00000204790.8--ENSG00000147996.12--ENSG00000196873.11	573
ENSG00000204790.8--ENSG00000196873.11	382
ENSG00000204792.2	1
ENSG00000204793.4--ENSG00000187559.4	2
ENSG00000204802.3	1
ENSG00000204802.3--ENSG00000170161.6	1
ENSG00000204805.7--ENSG00000232833.4	1
ENSG00000204807.1	1
ENSG00000204815.4	3
ENSG00000204822.6	37
ENSG00000204822.6--ENSG00000135637.9	355
ENSG00000204828.2--ENSG00000184659.4--ENSG00000187559.4	1
ENSG00000204828.2--ENSG00000204779.2--ENSG00000184659.4	4
ENSG00000204828.2--ENSG00000204793.4--ENSG00000184659.4	1
ENSG00000204828.2--ENSG00000204793.4--ENSG00000184659.4--ENSG00000187559.4	3
ENSG00000204832.5	231
ENSG00000204837.2	5
ENSG00000204837.2--ENSG00000219693.3	1
ENSG00000204837.2--ENSG00000227449.4	3
ENSG00000204839.4	13
ENSG00000204842.10	1427
ENSG00000204843.8	1960
ENSG00000204851.5	9
ENSG00000204852.11	124
ENSG00000204856.7	418
ENSG00000204859.7	317
ENSG00000204872.2	1
ENSG00000204876.4	14
ENSG00000204882.3	3
ENSG00000204899.5	1559
ENSG00000204904.3	1
ENSG00000204909.3	1
ENSG00000204920.6	300
ENSG00000204922.4	578
ENSG00000204923.3	46
ENSG00000204929.7	20
ENSG00000204934.6	8
ENSG00000204946.5	81
ENSG00000204946.5--ENSG00000244560.2	27
ENSG00000204947.4	101
ENSG00000204950.2	1
ENSG00000204954.5	113
ENSG00000204956.4	31
ENSG00000204956.4--ENSG00000081853.13--ENSG00000254245.1--ENSG00000254221.1--ENSG00000262576.1--ENSG00000253910.1--ENSG00000253485.1--ENSG00000262209.1--ENSG00000253731.1--ENSG00000253537.1--ENSG00000253953.1--ENSG00000253767.1--ENSG00000261934.1--ENSG00000253305.1--ENSG00000253846.1--ENSG00000254122.1--ENSG00000253159.1--ENSG00000240184.2--ENSG00000242419.1--ENSG00000240764.2	192
ENSG00000204956.4--ENSG00000081853.13--ENSG00000254245.1--ENSG00000254221.1--ENSG00000262576.1--ENSG00000253910.1--ENSG00000253485.1--ENSG00000262209.1--ENSG00000253731.1--ENSG00000253537.1--ENSG00000253953.1--ENSG00000253767.1--ENSG00000261934.1--ENSG00000253305.1--ENSG00000253846.1--ENSG00000254122.1--ENSG00000253873.1--ENSG00000253159.1--ENSG00000240184.2--ENSG00000242419.1--ENSG00000240764.2	435
ENSG00000204956.4--ENSG00000254245.1	2
ENSG00000204957.1	23
ENSG00000204959.3	78
ENSG00000204959.3--ENSG00000050327.10	539
ENSG00000204962.4	5
ENSG00000204963.4	8
ENSG00000204963.4--ENSG00000204961.5	3
ENSG00000204965.4	1
ENSG00000204967.6	51
ENSG00000204969.5	33
ENSG00000204970.5	1
ENSG00000204970.5--ENSG00000204969.5--ENSG00000255408.2--ENSG00000204967.6--ENSG00000204965.4--ENSG00000081842.13--ENSG00000204963.4--ENSG00000204962.4--ENSG00000204961.5--ENSG00000250120.2--ENSG00000249158.2--ENSG00000251664.2--ENSG00000239389.3--ENSG00000248383.3--ENSG00000243232.3	12
ENSG00000204977.5	399
ENSG00000204977.5--ENSG00000198553.4	40
ENSG00000204991.6	884
ENSG00000205038.7	4
ENSG00000205041.1	10
ENSG00000205047.3	78
ENSG00000205054.2	3
ENSG00000205056.8	5
ENSG00000205060.6	1455
ENSG00000205078.5	16
ENSG00000205081.4	71
ENSG00000205084.6	35
ENSG00000205084.6--ENSG00000259992.1	9
ENSG00000205085.4	6
ENSG00000205089.3	5
ENSG00000205090.4	2
ENSG00000205111.4	11
ENSG00000205116.3	2
ENSG00000205129.4	7
ENSG00000205133.7	475
ENSG00000205138.2	400
ENSG00000205147.3	2
ENSG00000205155.3	440
ENSG00000205155.3--ENSG00000188223.9	255
ENSG00000205181.5	281
ENSG00000205184.2	2
ENSG00000205189.7	2331
ENSG00000205208.4	1046
ENSG00000205213.9	8625
ENSG00000205220.7	67
ENSG00000205236.6	1
ENSG00000205236.6--ENSG00000267368.1--ENSG00000228049.5--ENSG00000267645.1	100
ENSG00000205246.4	527
ENSG00000205246.4--ENSG00000233984.1--ENSG00000230592.2	1
ENSG00000205246.4--ENSG00000237506.2	68
ENSG00000205250.4	2283
ENSG00000205268.6	890
ENSG00000205269.4	352
ENSG00000205277.5	22
ENSG00000205279.4	1
ENSG00000205281.6--ENSG00000186322.9--ENSG00000215749.8--ENSG00000259243.1--ENSG00000254374.2	1
ENSG00000205281.6--ENSG00000186322.9--ENSG00000215749.8--ENSG00000259243.1--ENSG00000254374.2--ENSG00000184206.7--ENSG00000230373.4--ENSG00000188388.9	1
ENSG00000205281.6--ENSG00000197978.8--ENSG00000186322.9--ENSG00000215749.8--ENSG00000259243.1--ENSG00000196648.6--ENSG00000254374.2--ENSG00000184206.7--ENSG00000230373.4--ENSG00000188388.9	1
ENSG00000205281.6--ENSG00000197978.8--ENSG00000215749.8--ENSG00000259243.1--ENSG00000196648.6	2
ENSG00000205281.6--ENSG00000197978.8--ENSG00000215749.8--ENSG00000259243.1--ENSG00000196648.6--ENSG00000254374.2	3
ENSG00000205281.6--ENSG00000215749.8--ENSG00000259243.1	1
ENSG00000205281.6--ENSG00000215749.8--ENSG00000259243.1--ENSG00000184206.7--ENSG00000230373.4	3
ENSG00000205281.6--ENSG00000259206.1--ENSG00000197978.8--ENSG00000186322.9--ENSG00000215749.8--ENSG00000259243.1--ENSG00000259310.1--ENSG00000196648.6--ENSG00000254374.2--ENSG00000184206.7--ENSG00000230373.4--ENSG00000188388.9	1
ENSG00000205281.6--ENSG00000259206.1--ENSG00000197978.8--ENSG00000186322.9--ENSG00000215749.8--ENSG00000259243.1--ENSG00000259310.1--ENSG00000196648.6--ENSG00000254374.2--ENSG00000184206.7--ENSG00000230373.4--ENSG00000259244.1--ENSG00000188388.9	1
ENSG00000205302.2	1676
ENSG00000205307.6--ENSG00000077454.11	3
ENSG00000205309.9	16
ENSG00000205318.3	4
ENSG00000205323.4	446
ENSG00000205323.4--ENSG00000257390.1	1869
ENSG00000205334.2	1
ENSG00000205336.7	31
ENSG00000205339.5	10600
ENSG00000205339.5--ENSG00000225674.1	12
ENSG00000205339.5--ENSG00000232951.1	5
ENSG00000205352.6	2378
ENSG00000205352.6--ENSG00000187534.5	160
ENSG00000205352.6--ENSG00000257379.1--ENSG00000197111.11	1129
ENSG00000205352.6--ENSG00000257379.1--ENSG00000197111.11--ENSG00000187534.5	490
ENSG00000205356.5	674
ENSG00000205359.5	12
ENSG00000205362.6	125
ENSG00000205363.4	1
ENSG00000205364.3	129
ENSG00000205403.8	1908
ENSG00000205409.3	3
ENSG00000205413.3	30
ENSG00000205423.7	321
ENSG00000205436.3	105
ENSG00000205464.7	52
ENSG00000205476.4	921
ENSG00000205485.9	50
ENSG00000205485.9--ENSG00000128563.9--ENSG00000239969.1	2
ENSG00000205488.4	4
ENSG00000205500.4	1
ENSG00000205502.3	2
ENSG00000205517.8	60
ENSG00000205531.8	1885
ENSG00000205534.5	27
ENSG00000205534.5--ENSG00000183604.10	178
ENSG00000205542.6	16
ENSG00000205544.3	702
ENSG00000205559.3	9
ENSG00000205560.8	7
ENSG00000205560.8--ENSG00000254413.4	68
ENSG00000205560.8--ENSG00000254413.4--ENSG00000100288.15	17
ENSG00000205562.1	6
ENSG00000205571.8	260
ENSG00000205571.8--ENSG00000172062.12	2223
ENSG00000205572.5	5
ENSG00000205572.5--ENSG00000172058.11	433
ENSG00000205578.4	7
ENSG00000205578.4--ENSG00000135213.8	111
ENSG00000205581.6	9722
ENSG00000205583.9	13
ENSG00000205583.9--ENSG00000178809.7	3
ENSG00000205593.7	55
ENSG00000205595.3	8
ENSG00000205609.8	1
ENSG00000205609.8--ENSG00000184110.10	7920
ENSG00000205611.3	1
ENSG00000205628.2	372
ENSG00000205629.7	431
ENSG00000205639.5	3
ENSG00000205639.5--ENSG00000119782.9	16
ENSG00000205643.6	179
ENSG00000205659.6	619
ENSG00000205662.2	11
ENSG00000205663.5	109
ENSG00000205663.5--ENSG00000205662.2	27
ENSG00000205664.6	133
ENSG00000205664.6--ENSG00000205663.5	16
ENSG00000205664.6--ENSG00000234449.2	14
ENSG00000205664.6--ENSG00000234449.2--ENSG00000205663.5	61
ENSG00000205670.6	279
ENSG00000205702.6	10
ENSG00000205704.5	1
ENSG00000205707.6	422
ENSG00000205710.3	11
ENSG00000205716.4	1
ENSG00000205726.9	3105
ENSG00000205730.5	695
ENSG00000205730.5--ENSG00000261427.2	19
ENSG00000205740.1	1
ENSG00000205744.5	1
ENSG00000205746.5	36
ENSG00000205754.6	8
ENSG00000205758.7	129
ENSG00000205763.9	114
ENSG00000205763.9--ENSG00000164610.4	34
ENSG00000205765.4	1737
ENSG00000205771.2	3
ENSG00000205791.2	24
ENSG00000205794.4	2
ENSG00000205795.4	2
ENSG00000205808.4	172
ENSG00000205809.5	94
ENSG00000205809.5--ENSG00000134545.9	4
ENSG00000205810.4	5
ENSG00000205810.4--ENSG00000205809.5	2
ENSG00000205835.4	109
ENSG00000205838.8	10
ENSG00000205853.6	5
ENSG00000205861.7	12
ENSG00000205861.7--ENSG00000205850.6	1
ENSG00000205885.3	135
ENSG00000205903.2	267
ENSG00000205913.2	16
ENSG00000205918.5	11
ENSG00000205923.2	1
ENSG00000205930.4	36
ENSG00000205937.7	4614
ENSG00000205940.7--ENSG00000096384.15	62
ENSG00000205959.3	4
ENSG00000205978.5	11
ENSG00000205981.2	627
ENSG00000205981.2--ENSG00000258608.1	35
ENSG00000206052.6	127
ENSG00000206053.8	4599
ENSG00000206082.8	7
ENSG00000206105.2	3
ENSG00000206120.7	33
ENSG00000206129.3	1
ENSG00000206140.5	11
ENSG00000206149.6	147
ENSG00000206176.5	3
ENSG00000206176.5--ENSG00000206140.5	5
ENSG00000206176.5--ENSG00000226287.3--ENSG00000206140.5	6
ENSG00000206195.6	65
ENSG00000206195.6--ENSG00000271672.1	3
ENSG00000206199.5	1
ENSG00000206203.3	1
ENSG00000206228.4--ENSG00000135486.13--ENSG00000215492.5--ENSG00000214223.3	1
ENSG00000206341.6	34
ENSG00000206341.6--ENSG00000206503.7	97
ENSG00000206344.6	3
ENSG00000206417.4	11
ENSG00000206418.3	880
ENSG00000206503.7	376
ENSG00000206527.5	4017
ENSG00000206530.4	492
ENSG00000206532.2	9
ENSG00000206535.3	499
ENSG00000206549.8	2
ENSG00000206557.5	11579
ENSG00000206559.3	5
ENSG00000206560.6	2319
ENSG00000206561.8	33
ENSG00000206562.7	853
ENSG00000206567.5	4
ENSG00000206573.4	823
ENSG00000206603.1	21
ENSG00000206634.1	71
ENSG00000206652.1--ENSG00000207513.1--ENSG00000207389.1--ENSG00000207005.1--ENSG00000206737.1--ENSG00000206596.1--ENSG00000206588.1	3
ENSG00000206652.1--ENSG00000207513.1--ENSG00000207389.1--ENSG00000207005.1--ENSG00000207418.1--ENSG00000206585.1--ENSG00000206737.1--ENSG00000206596.1--ENSG00000206588.1	9470
ENSG00000206652.1--ENSG00000207513.1--ENSG00000207418.1--ENSG00000206585.1--ENSG00000206737.1--ENSG00000206588.1	1
ENSG00000206838.1	1
ENSG00000206878.1	1
ENSG00000206903.1	1
ENSG00000206965.1--ENSG00000206932.1--ENSG00000207524.1--ENSG00000272055.1--ENSG00000206899.1--ENSG00000206625.1--ENSG00000207507.1--ENSG00000207357.1--ENSG00000207041.1	5
ENSG00000207008.1	2
ENSG00000207088.1	10
ENSG00000207106.1--ENSG00000206828.1--ENSG00000202496.1	6
ENSG00000207116.1	1
ENSG00000207187.1--ENSG00000140988.11--ENSG00000206811.1	8
ENSG00000207205.1--ENSG00000206968.1	8
ENSG00000207217.1	3
ENSG00000207233.1	1
ENSG00000207274.1	1
ENSG00000207344.1	31
ENSG00000207389.1--ENSG00000207005.1--ENSG00000206596.1	2
ENSG00000207392.1	1
ENSG00000207418.1--ENSG00000206585.1	1
ENSG00000207445.1	69
ENSG00000207501.1	31
ENSG00000208772.1	4
ENSG00000208892.1	33
ENSG00000210082.2	1653459
ENSG00000211445.7	1713
ENSG00000211450.5	4381
ENSG00000211450.5--ENSG00000254732.1	132
ENSG00000211451.7	3
ENSG00000211451.7--ENSG00000259169.1	1
ENSG00000211452.6	45
ENSG00000211454.9	6
ENSG00000211455.3	1488
ENSG00000211456.6	1627
ENSG00000211459.2	267739
ENSG00000211460.7	3156
ENSG00000211584.9	93
ENSG00000211639.2	1
ENSG00000211644.2	8
ENSG00000211645.2	4
ENSG00000211683.3	3
ENSG00000211683.3--ENSG00000228315.7--ENSG00000234353.2	13
ENSG00000211818.1	1
ENSG00000212123.3	82
ENSG00000212123.3--ENSG00000267157.1	2
ENSG00000212124.2	9
ENSG00000212125.2	4
ENSG00000212126.3	3
ENSG00000212127.5	19
ENSG00000212128.2	3
ENSG00000212195.1	2
ENSG00000212232.1	2789
ENSG00000212371.1	1
ENSG00000212402.1	6
ENSG00000212413.1	1
ENSG00000212443.1	14
ENSG00000212456.1--ENSG00000212544.1	2
ENSG00000212464.1	73
ENSG00000212544.1	2
ENSG00000212588.1	5
ENSG00000212664.4	2
ENSG00000212664.4--ENSG00000215472.5--ENSG00000265681.2	6
ENSG00000212670.1	30
ENSG00000212694.4	41
ENSG00000212719.6	669
ENSG00000212719.6--ENSG00000272780.1	446
ENSG00000212734.4	1
ENSG00000212734.4--ENSG00000256806.1	11
ENSG00000212743.1	6
ENSG00000212747.3	380
ENSG00000212766.5	1
ENSG00000212768.2	2
ENSG00000212789.3	4
ENSG00000212789.3--ENSG00000100380.8	27
ENSG00000212789.3--ENSG00000100380.8--ENSG00000234322.1	6
ENSG00000212789.3--ENSG00000232150.3	2
ENSG00000212789.3--ENSG00000232150.3--ENSG00000234322.1	3
ENSG00000212802.3	30
ENSG00000212829.7	4
ENSG00000212829.7--ENSG00000197728.5	2
ENSG00000212864.2	29
ENSG00000212907.2	1910
ENSG00000212916.3	206
ENSG00000212938.3	2
ENSG00000212978.5	350
ENSG00000212994.4	1
ENSG00000212994.4--ENSG00000197728.5	3
ENSG00000212994.4--ENSG00000197728.5--ENSG00000204652.5	1
ENSG00000212998.1	1
ENSG00000212999.1	1
ENSG00000213002.1	12
ENSG00000213015.4	45
ENSG00000213015.4--ENSG00000171425.5	2
ENSG00000213020.4	259
ENSG00000213020.4--ENSG00000189190.7	1
ENSG00000213024.6	3530
ENSG00000213024.6--ENSG00000269179.1	346
ENSG00000213025.2	3
ENSG00000213033.4	1
ENSG00000213047.7	778
ENSG00000213057.4	2
ENSG00000213057.4--ENSG00000184909.8	7
ENSG00000213062.3	53
ENSG00000213064.5	2107
ENSG00000213066.7	2101
ENSG00000213066.7--ENSG00000272980.1	772
ENSG00000213070.3	2
ENSG00000213070.3--ENSG00000029993.10	2
ENSG00000213071.6	8
ENSG00000213071.6--ENSG00000122194.14	1
ENSG00000213073.4	32
ENSG00000213075.7	1
ENSG00000213077.5--ENSG00000205217.3	1
ENSG00000213079.5	3794
ENSG00000213079.5--ENSG00000146426.13	587
ENSG00000213080.3	18
ENSG00000213080.3--ENSG00000102172.11	16
ENSG00000213080.3--ENSG00000232389.1	1
ENSG00000213082.3--ENSG00000179967.11--ENSG00000173457.6	1
ENSG00000213085.5	2
ENSG00000213089.4	9
ENSG00000213090.2	5
ENSG00000213090.2--ENSG00000136021.13	1
ENSG00000213096.5	706
ENSG00000213104.3	1
ENSG00000213104.3--ENSG00000213443.2	1
ENSG00000213113.3--ENSG00000173213.7	3
ENSG00000213113.3--ENSG00000173876.9--ENSG00000173213.7	9
ENSG00000213113.3--ENSG00000251297.1--ENSG00000261812.1--ENSG00000173213.7	1
ENSG00000213113.3--ENSG00000261812.1--ENSG00000173213.7	4
ENSG00000213115.2	1
ENSG00000213121.2	1
ENSG00000213123.6	61
ENSG00000213131.3	2
ENSG00000213132.2	2
ENSG00000213139.3	12
ENSG00000213139.3--ENSG00000113838.8	29
ENSG00000213144.2	2
ENSG00000213145.5	14
ENSG00000213145.5--ENSG00000257341.1	143
ENSG00000213149.3	3
ENSG00000213160.5	1837
ENSG00000213178.3	49
ENSG00000213185.2	11
ENSG00000213186.3	261
ENSG00000213189.4	4
ENSG00000213190.2	2237
ENSG00000213197.3	5
ENSG00000213199.3	12
ENSG00000213204.4	8
ENSG00000213204.4--ENSG00000164414.12	302
ENSG00000213213.9	112
ENSG00000213213.9--ENSG00000272679.1	2
ENSG00000213213.9--ENSG00000273066.1	170
ENSG00000213213.9--ENSG00000273066.1--ENSG00000272679.1	5
ENSG00000213214.3	7
ENSG00000213214.3--ENSG00000050327.10	65
ENSG00000213214.3--ENSG00000204959.3	30
ENSG00000213214.3--ENSG00000204959.3--ENSG00000050327.10	91
ENSG00000213215.1	1
ENSG00000213221.4	29
ENSG00000213221.4--ENSG00000187796.9	107
ENSG00000213222.3	4
ENSG00000213225.6	3
ENSG00000213225.6--ENSG00000217950.3	1
ENSG00000213232.2	66
ENSG00000213234.4--ENSG00000100380.8	1
ENSG00000213235.3	3
ENSG00000213236.3	1
ENSG00000213236.3--ENSG00000164924.13	1
ENSG00000213239.3	1
ENSG00000213240.7	123
ENSG00000213240.7--ENSG00000255168.1	71
ENSG00000213244.3	4
ENSG00000213244.3--ENSG00000183598.3	147
